"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"LogRT"
"210719_c71"	14549435	1038.70278	649.1262453	1	""	"20L"	"chunks"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.360146686	2.321443905	2.71102044	"210719_c71"	"20L"	649.1262453	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.4756272205913
"210719_c71"	14549435	984.7501417	782.3906991	1	""	"21H"	"clerk"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.574824937	2.590074795	2.792434238	"210719_c71"	"21H"	782.3906991	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.66235423099657
"210719_c71"	14549435	1014.019383	795.0508663	1	""	"22H"	"cliff"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.203682422	2.189663039	2.408631556	"210719_c71"	"22H"	795.0508663	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.67840609537482
"210719_c71"	14549435	863.849991	611.2974093	1	""	"23H"	"clock"	"aM"	"vM"	"H"	"c"	"aMvM"	2.653009633	1.789159642	2.041712224	"210719_c71"	"23H"	611.2974093	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.41558359900836
"210719_c71"	14549435	920.6621963	865.7436698	1	""	"24L"	"clue"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.155500412	2.234838216	2.289756743	"210719_c71"	"24L"	865.7436698	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.76358887144523
"210719_c71"	14549435	977.2825812	688.9624058	1	""	"25H"	"coach"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.079405539	2.102122958	2.390443134	"210719_c71"	"25H"	688.9624058	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.53518670609977
"210719_c71"	14549435	947.7188184	672.78486	1	""	"26H"	"coast"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.511961303	1.564242484	1.839176443	"210719_c71"	"26H"	672.78486	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.51142560543289
"210719_c71"	14549435	830.5087764	687.3486967	1	""	"27H"	"coin"	"aM"	"vM"	"H"	"c"	"aMvM"	3.22460459	2.394095814	2.537255893	"210719_c71"	"27H"	687.3486967	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.53284172779284
"210719_c71"	14549435	934.8418464	585.5893954	1	""	"28L"	"cops"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.313202276	2.37836043	2.727612881	"210719_c71"	"28L"	585.5893954	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.37261885353505
"210719_c71"	14549435	889.0178485	615.956995	1	""	"29H"	"crash"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.028192227	2.139174378	2.412235232	"210719_c71"	"29H"	615.956995	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.42317714778477
"210719_c71"	14549435	917.5215427	833.6228685	1	""	"30H"	"crew"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.984378016	2.066856473	2.150755148	"210719_c71"	"30H"	833.6228685	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.72578110404412
"210719_c71"	14549435	822.4685115	667.5081667	1	""	"31H"	"crib"	"aM"	"vM"	"H"	"c"	"aMvM"	2.732359502	1.90989099	2.064851335	"210719_c71"	"31H"	667.5081667	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.50355162495612
"210719_c71"	14549435	1077.470562	878.7421471	1	""	"32L"	"crop"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.422004483	2.34453392	2.543262336	"210719_c71"	"32L"	878.7421471	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.77849150664113
"210719_c71"	14549435	838.9327884	733.4913995	1	""	"33H"	"crown"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.642378269	1.80344548	1.908886869	"210719_c71"	"33H"	733.4913995	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.59781587222459
"210719_c71"	14549435	904.7171441	771.5994971	1	""	"35L"	"curb"	"aM"	"vM"	"L"	"c"	"aMvM"	3.132177393	2.227460249	2.360577896	"210719_c71"	"35L"	771.5994971	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.64846562926879
"210719_c71"	14549435	837.8775373	625.9052428	1	""	"37H"	"deck"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.400760545	1.562883008	1.774855302	"210719_c71"	"37H"	625.9052428	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.43919899031353
"210719_c71"	14549435	986.7728271	940.1365771	1	""	"3L"	"bay"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.404459983	2.417687156	2.464323406	"210719_c71"	"3L"	940.1365771	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.84602515949702
"210719_c71"	14549435	936.8185087	643.7899208	1	""	"40L"	"ditch"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.761684219	1.82486571	2.117894298	"210719_c71"	"40L"	643.7899208	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.46737246294843
"210719_c71"	14549435	887.2494439	720.8780497	1	""	"41H"	"dive"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.957002746	2.069753302	2.236124697	"210719_c71"	"41H"	720.8780497	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.58046998247977
"210719_c71"	14549435	1190.857849	1113.280678	1	""	"42L"	"doll"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.161670909	1.970813059	2.04839023	"210719_c71"	"42L"	1113.280678	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.0150665009746
"210719_c71"	14549435	1065.332675	852.8221212	1	""	"46L"	"drug"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.898457963	1.833125288	2.045635842	"210719_c71"	"46L"	852.8221212	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.74855099256859
"210719_c71"	14549435	1007.968421	861.5737452	1	""	"47H"	"drum"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.211700742	2.203732321	2.350126997	"210719_c71"	"47H"	861.5737452	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.75876065323305
"210719_c71"	14549435	1116.00221	873.9501269	1	""	"4H"	"beak"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.47283947	2.356837259	2.598889343	"210719_c71"	"4H"	873.9501269	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.7730233109839
"210719_c71"	14549435	853.9178715	752.9062048	1	""	"50L"	"flame"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.230660586	2.376742714	2.477754381	"210719_c71"	"50L"	752.9062048	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.62394065802281
"210719_c71"	14549435	1034.461439	782.9621279	1	""	"51L"	"flock"	"aM"	"vM"	"L"	"c"	"aMvM"	3.259439832	2.224978393	2.476477704	"210719_c71"	"51L"	782.9621279	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.66308432687723
"210719_c71"	14549435	1322.590876	983.488972	1	""	"53L"	"frogs"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.155408753	1.832817877	2.171919781	"210719_c71"	"53L"	983.488972	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.8911064247515
"210719_c71"	14549435	897.9635613	635.9559224	1	""	"54H"	"fudge"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.094433255	2.196469693	2.458477332	"210719_c71"	"54H"	635.9559224	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.45512925653595
"210719_c71"	14549435	680.0704799	642.6796324	1	""	"57H"	"glue"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.921350331	2.241279851	2.278670699	"210719_c71"	"57H"	642.6796324	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.46564636119514
"210719_c71"	14549435	890.2148283	786.0350592	1	""	"59H"	"gown"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.804944309	1.914729481	2.01890925	"210719_c71"	"59H"	786.0350592	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.6670013960146
"210719_c71"	14549435	1003.730152	879.7683465	1	""	"60H"	"grin"	"aM"	"vM"	"H"	"c"	"aMvM"	3.356016741	2.352286589	2.476248395	"210719_c71"	"60H"	879.7683465	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.7796586302042
"210719_c71"	14549435	965.150111	847.2768765	1	""	"61L"	"growl"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.898762427	1.933612316	2.051485551	"210719_c71"	"61L"	847.2768765	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.74202753202593
"210719_c71"	14549435	860.480081	800.5754225	1	""	"62H"	"hay"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.906215047	2.045734966	2.105639625	"210719_c71"	"62H"	800.5754225	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.68533074723639
"210719_c71"	14549435	1194.393911	893.8730778	1	""	"63H"	"hedge"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.41437609	2.219982178	2.520503012	"210719_c71"	"63H"	893.8730778	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.79556379395372
"210719_c71"	14549435	894.8346005	761.3010936	1	""	"64H"	"hen"	"aM"	"vM"	"H"	"c"	"aMvM"	2.951435656	2.056601055	2.190134562	"210719_c71"	"64H"	761.3010936	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.63502893480135
"210719_c71"	14549435	980.4592794	846.1781664	1	""	"65L"	"herd"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.963363232	1.982903952	2.117185065	"210719_c71"	"65L"	846.1781664	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.74072993601502
"210719_c71"	14549435	877.9568223	572.6089056	1	""	"66H"	"hint"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.134979911	2.257023088	2.562371005	"210719_c71"	"66H"	572.6089056	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.35020294545959
"210719_c71"	14549435	1046.065286	735.7924985	1	""	"67H"	"hips"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.220018411	2.173953126	2.484225913	"210719_c71"	"67H"	735.7924985	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.60094814759288
"210719_c71"	14549435	900.0964254	699.1372654	1	""	"68H"	"hive"	"aM"	"vM"	"H"	"c"	"aMvM"	3.134264007	2.234167582	2.435126742	"210719_c71"	"68H"	699.1372654	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.54984709691777
"210719_c71"	14549435	826.5333232	529.9111161	1	""	"69L"	"host"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	3.214331693	2.38779837	2.684420577	"210719_c71"	"69L"	529.9111161	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.27270928701033
"210719_c71"	14549435	901.9305097	731.3233668	1	""	"70H"	"hug"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.826205989	1.924275479	2.094882622	"210719_c71"	"70H"	731.3233668	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.59485572417995
"210719_c71"	14549435	704.382526	636.1581182	1	""	"71H"	"jar"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.718409515	2.014026989	2.082251396	"210719_c71"	"71H"	636.1581182	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.45544714596291
"210719_c71"	14549435	839.5816781	601.084519	1	""	"72H"	"juice"	"aM"	"vM"	"H"	"c"	"aMvM"	2.841558089	2.001976411	2.24047357	"210719_c71"	"72H"	601.084519	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.39873555526329
"210719_c71"	14549435	883.3450876	551.0547602	1	""	"73L"	"junk"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.979259102	2.095914014	2.428204341	"210719_c71"	"73L"	551.0547602	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.31183418751781
"210719_c71"	14549435	885.750556	655.5155231	1	""	"74H"	"kick"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.314400012	2.428649456	2.658884489	"210719_c71"	"74H"	655.5155231	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.48542198423533
"210719_c71"	14549435	961.1858057	696.4045557	1	""	"75L"	"knife"	"aM"	"vM"	"L"	"c"	"aMvM"	3.274036348	2.312850542	2.577631792	"210719_c71"	"75L"	696.4045557	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.54593074965897
"210719_c71"	14549435	956.5938818	829.8690141	1	""	"76L"	"knob"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.892411231	1.935817349	2.062542217	"210719_c71"	"76L"	829.8690141	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.7212678739993
"210719_c71"	14549435	709.356477	485.2504874	1	""	"78H"	"lap"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.995364071	2.286007594	2.510113584	"210719_c71"	"78H"	485.2504874	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.18466522647932
"210719_c71"	14549435	930.513632	771.8569507	1	""	"79L"	"lid"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.949446307	2.018932675	2.177589356	"210719_c71"	"79L"	771.8569507	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.64879923583444
"210719_c71"	14549435	1016.549671	728.4238498	1	""	"7L"	"bend"	"aM"	"vM"	"L"	"c"	"aMvM"	3.171368847	2.154819176	2.442944997	"210719_c71"	"7L"	728.4238498	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.5908830900412
"210719_c71"	14549435	1024.659525	759.7911223	1	""	"80L"	"lock"	"aM"	"vM"	"L"	"c"	"aMvM"	3.195885763	2.171226238	2.436094641	"210719_c71"	"80L"	759.7911223	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.63304355642625
"210719_c71"	14549435	1191.698112	893.0345229	1	""	"81L"	"logs"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.173983029	1.982284917	2.280948506	"210719_c71"	"81L"	893.0345229	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.79462523959173
"210719_c71"	14549435	930.1119619	591.5452552	1	""	"82H"	"lungs"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.558279454	2.628167492	2.966734198	"210719_c71"	"82H"	591.5452552	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.38273818970562
"210719_c71"	14549435	791.7587711	545.6520981	1	""	"83L"	"map"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.651142773	1.859384002	2.105490675	"210719_c71"	"83L"	545.6520981	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.30198158969053
"210719_c71"	14549435	1122.715758	844.6243889	1	""	"85L"	"mat"	"aM"	"vM"	"L"	"c"	"aMvM"	3.101878885	1.979163127	2.257254496	"210719_c71"	"85L"	844.6243889	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.73889201835572
"210719_c71"	14549435	927.0122032	803.5904681	1	""	"86L"	"meal"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.47265745	2.545645247	2.669066982	"210719_c71"	"86L"	803.5904681	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.68908977137217
"210719_c71"	14549435	1013.023705	764.7316419	1	""	"87H"	"mop"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.860160096	1.847136391	2.095428454	"210719_c71"	"87H"	764.7316419	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.63952497738165
"210719_c71"	14549435	936.385153	685.0566229	1	""	"88L"	"mouse"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.312292423	2.37590727	2.6272358	"210719_c71"	"88L"	685.0566229	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.52950149601386
"210719_c71"	14549435	1021.509582	860.6036161	1	""	"89L"	"mug"	"aM"	"vM"	"L"	"c"	"aMvM"	3.601789826	2.580280244	2.74118621	"210719_c71"	"89L"	860.6036161	"c"	"aM"	"vM"	"L"	"1"	"aMvM"	6.7576340222316
"210719_c71"	14549435	1035.977687	911.3506038	1	""	"8L"	"blame"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.805268225	1.769290538	1.893917621	"210719_c71"	"8L"	911.3506038	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.81492767920433
"210719_c71"	14549435	1553.626401	1344.17588	1	""	"90L"	"net"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.491304343	1.937677943	2.147128464	"210719_c71"	"90L"	1344.17588	"c"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.2035363756165
"210719_c71"	14549435	955.1561248	608.6048796	1	""	"91H"	"notch"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	2.707396763	1.752240638	2.098791883	"210719_c71"	"91H"	608.6048796	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.41116925517637
"210719_c71"	14549435	890.0142333	707.2064425	1	""	"93L"	"pad"	"aNM"	"vM"	"L"	"c"	"aNMvM"	3.263761756	2.373747523	2.556555313	"210719_c71"	"93L"	707.2064425	"c"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.56132262115185
"210719_c71"	14549435	1048.907194	823.3574389	1	""	"94H"	"pet"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.334882202	2.285975009	2.511524763	"210719_c71"	"94H"	823.3574389	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.71339041854151
"210719_c71"	14549435	848.5527337	764.6765308	1	""	"95H"	"pie"	"aM"	"vM"	"H"	"c"	"aMvM"	3.256954377	2.408401643	2.492277846	"210719_c71"	"95H"	764.6765308	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	6.63945290885082
"210719_c71"	14549435	858.45221	731.201139	1	""	"96L"	"pile"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.812658045	1.954205835	2.081456906	"210719_c71"	"96L"	731.201139	"c"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.59468857785208
"210719_c71"	14549435	990.5332837	821.2088789	1	""	"97H"	"pill"	"aM"	"vNM"	"H"	"c"	"aMvNM"	3.429647335	2.439114051	2.608438456	"210719_c71"	"97H"	821.2088789	"c"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.71077749719057
"210719_c71"	14549435	883.9498985	727.9744425	1	""	"98H"	"pine"	"aNM"	"vM"	"H"	"c"	"aNMvM"	3.312796602	2.428846704	2.58482216	"210719_c71"	"98H"	727.9744425	"c"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.5902659411244
"210719_c71"	14549435	1621.569693	1340.15454	1	""	"99H"	"plot"	"aM"	"vM"	"H"	"c"	"aMvM"	3.605097773	1.98352808	2.264943232	"210719_c71"	"99H"	1340.15454	"c"	"aM"	"vM"	"H"	"1"	"aMvM"	7.20054021465336
"210719_c71"	14549435	948.2878601	666.3970962	1	""	"9H"	"blast"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.182767366	2.234479506	2.516370269	"210719_c71"	"9H"	666.3970962	"c"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.50188573340016
"210723_a76"	14582654	978.5612405	817.2140781	1	""	"100L"	"pole "	"aNM"	"vM"	"L"	"a"	"aNMvM"	2.559687127	1.581125886	1.742473049	"210723_a76"	"100L"	817.2140781	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.70590109003443
"210723_a76"	14582654	987.398642	652.0328568	1	""	"103L"	"raft"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.217900579	2.230501937	2.565867722	"210723_a76"	"103L"	652.0328568	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.48009495452196
"210723_a76"	14582654	1077.509262	710.968858	1	""	"104L"	"rent"	"aM"	"vM"	"L"	"a"	"aMvM"	3.293353324	2.215844062	2.582384466	"210723_a76"	"104L"	710.968858	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.56662862856269
"210723_a76"	14582654	911.5976503	777.4949542	1	""	"105L"	"rim"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.370229692	2.458632042	2.592734738	"210723_a76"	"105L"	777.4949542	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.65607715425741
"210723_a76"	14582654	1019.876973	788.9479505	1	""	"107H"	"rope"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.03701001	2.017133038	2.24806206	"210723_a76"	"107H"	788.9479505	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.67070034972179
"210723_a76"	14582654	1055.378068	1009.477605	1	""	"108L"	"row"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.419988212	2.364610144	2.410510607	"210723_a76"	"108L"	1009.477605	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.91718825325719
"210723_a76"	14582654	1016.396052	770.0186481	1	""	"109L"	"sand"	"aM"	"vM"	"L"	"a"	"aMvM"	3.143835994	2.127439943	2.373817346	"210723_a76"	"109L"	770.0186481	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.64641473286616
"210723_a76"	14582654	954.8014841	783.966267	1	""	"10H"	"bowl"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.255649719	2.300848235	2.471683452	"210723_a76"	"10H"	783.966267	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.66436599263901
"210723_a76"	14582654	980.5943056	818.152176	1	""	"110L"	"scab"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.00624922	2.025654914	2.188097044	"210723_a76"	"110L"	818.152176	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.70704835353035
"210723_a76"	14582654	816.59551	550.140813	1	""	"111H"	"seeds"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.758862415	1.942266905	2.208721602	"210723_a76"	"111H"	550.140813	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.31017426909442
"210723_a76"	14582654	780.2290831	616.8476728	1	""	"112H"	"shed"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.762788806	1.982559723	2.145941134	"210723_a76"	"112H"	616.8476728	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.42462210979414
"210723_a76"	14582654	976.6300617	797.295105	1	""	"113H"	"sheep"	"aM"	"vM"	"H"	"a"	"aMvM"	3.234874726	2.258244664	2.437579621	"210723_a76"	"113H"	797.295105	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.68122488001889
"210723_a76"	14582654	988.3402308	685.9740449	1	""	"114L"	"silk"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.836630772	1.848290541	2.150656727	"210723_a76"	"114L"	685.9740449	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.53083979158737
"210723_a76"	14582654	749.9896898	492.0636481	1	""	"115H"	"skirt"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.920928761	2.170939071	2.428865113	"210723_a76"	"115H"	492.0636481	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.19860807418215
"210723_a76"	14582654	893.0965624	642.961302	1	""	"116H"	"sleeves"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.238563973	2.34546741	2.595602671	"210723_a76"	"116H"	642.961302	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.46608453891174
"210723_a76"	14582654	949.3604178	665.1148821	1	""	"117H"	"slice"	"aM"	"vM"	"H"	"a"	"aMvM"	3.07265328	2.123292862	2.407538398	"210723_a76"	"117H"	665.1148821	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.49995978077301
"210723_a76"	14582654	975.4151828	815.9257091	1	""	"118L"	"sling"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.304275665	2.328860482	2.488349955	"210723_a76"	"118L"	815.9257091	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.70432330804985
"210723_a76"	14582654	894.0193176	577.4511067	1	""	"119H"	"splash"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.066358715	2.172339397	2.488907608	"210723_a76"	"119H"	577.4511067	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.35862377508883
"210723_a76"	14582654	1029.778454	606.9457673	1	""	"120H"	"sponge"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.239518927	2.209740472	2.632573159	"210723_a76"	"120H"	606.9457673	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.40843944159843
"210723_a76"	14582654	1177.735734	973.4662266	1	""	"121H"	"spool"	"aM"	"vM"	"H"	"a"	"aMvM"	3.056650023	1.878914289	2.083183797	"210723_a76"	"121H"	973.4662266	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.88086313145236
"210723_a76"	14582654	707.9571725	602.5992713	1	""	"122L"	"spoon"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.919051049	2.211093877	2.316451778	"210723_a76"	"122L"	602.5992713	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.4012524174356
"210723_a76"	14582654	1270.114267	1085.564507	1	""	"123H"	"sport"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.338024145	2.067909878	2.252459638	"210723_a76"	"123H"	1085.564507	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.98985541362362
"210723_a76"	14582654	775.4766584	675.5973333	1	""	"124H"	"spray"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.870803394	2.095326736	2.195206061	"210723_a76"	"124H"	675.5973333	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.51559723776777
"210723_a76"	14582654	997.0272653	801.2377117	1	""	"126H"	"strap"	"aM"	"vM"	"H"	"a"	"aMvM"	3.060125305	2.06309804	2.258887593	"210723_a76"	"126H"	801.2377117	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.68615767170542
"210723_a76"	14582654	1072.728555	653.336251	1	""	"127L"	"swamps"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.083808271	2.011079716	2.43047202	"210723_a76"	"127L"	653.336251	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.48209192936281
"210723_a76"	14582654	871.598093	707.0832121	1	""	"128H"	"swan"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.058019068	2.186420975	2.350935856	"210723_a76"	"128H"	707.0832121	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.5611483564248
"210723_a76"	14582654	986.3850071	937.4463691	1	""	"129L"	"tea"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.209865769	2.223480762	2.272419399	"210723_a76"	"129L"	937.4463691	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.84315954991489
"210723_a76"	14582654	1013.091071	869.8676118	1	""	"12H"	"bread"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.311105738	2.298014667	2.441238126	"210723_a76"	"12H"	869.8676118	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.76834102972472
"210723_a76"	14582654	946.3525892	604.8838392	1	""	"130L"	"tent"	"aM"	"vM"	"L"	"a"	"aMvM"	2.692691141	1.746338552	2.087807302	"210723_a76"	"130L"	604.8838392	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.40503643827391
