"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VISUAL"	"PREDICT"	"ACC"	"CONDITION"	"LogRT"
"210725_a165"	14947964	1216.389421	1093.520268	1	""	"128L"	"swan"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.084896946	1.868507525	1.991376678	"210725_a165"	"128L"	1093.520268	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.99715737492448
"210725_a165"	14947964	1974.740888	1872.818828	1	""	"129H"	"tea"	"aNM"	"vM"	"H"	"a"	"aNMvM"	4.108874992	2.134134103	2.236056163	"210725_a165"	"129H"	1872.818828	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.53519996952215
"210725_a165"	14947964	1422.644576	1258.138537	1	""	"12L"	"bread"	"aM"	"vM"	"L"	"a"	"aMvM"	3.374588282	1.951943707	2.116449745	"210725_a165"	"12L"	1258.138537	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.13738855599837
"210725_a165"	14947964	1312.32821	944.9839066	1	""	"130H"	"tent"	"aM"	"vM"	"H"	"a"	"aMvM"	3.070598435	1.758270224	2.125614528	"210725_a165"	"130H"	944.9839066	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.85116789729582
"210725_a165"	14947964	1114.061645	879.8519334	1	""	"131L"	"thief"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.357451127	2.243389482	2.477599194	"210725_a165"	"131L"	879.8519334	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.77975363581537
"210725_a165"	14947964	1007.184837	686.0473033	1	""	"132H"	"thorns"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.315910313	2.308725477	2.62986301	"210725_a165"	"132H"	686.0473033	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.5309465805964
"210725_a165"	14947964	1136.415286	931.944453	1	""	"133H"	"throat"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.249098851	2.112683565	2.317154398	"210725_a165"	"133H"	931.944453	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.83727321312405
"210725_a165"	14947964	1110.188604	983.9968151	1	""	"134H"	"tin"	"aM"	"vM"	"H"	"a"	"aMvM"	3.097311486	1.987122881	2.113314671	"210725_a165"	"134H"	983.9968151	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.89162266036002
"210725_a165"	14947964	1027.089181	902.2565354	1	""	"136L"	"trail"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	2.888985031	1.861895849	1.986728495	"210725_a165"	"136L"	902.2565354	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.8048988869436
"210725_a165"	14947964	975.9358558	755.6983977	1	""	"137H"	"trap"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.999073042	2.023137186	2.243374644	"210725_a165"	"137H"	755.6983977	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.6276423517386
"210725_a165"	14947964	1096.843745	856.9481893	1	""	"138H"	"truck"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.85818761	2.761343865	3.001239421	"210725_a165"	"138H"	856.9481893	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.7533774608776
"210725_a165"	14947964	964.9948774	777.4365441	1	""	"139H"	"tub"	"aM"	"vM"	"H"	"a"	"aMvM"	3.056438963	2.091444086	2.279002419	"210725_a165"	"139H"	777.4365441	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.65600202541721
"210725_a165"	14947964	1106.757136	983.0608266	1	""	"140L"	"van"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.701050946	2.59429381	2.71799012	"210725_a165"	"140L"	983.0608266	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.89067099676787
"210725_a165"	14947964	1270.920373	957.9318872	1	""	"141H"	"wax"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.606035534	2.335115161	2.648103647	"210725_a165"	"141H"	957.9318872	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.86477667648705
"210725_a165"	14947964	1298.494072	1218.249032	1	""	"14L"	"broom"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.845167737	2.546673665	2.626918705	"210725_a165"	"14L"	1218.249032	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.10516988714091
"210725_a165"	14947964	961.2172381	753.3021629	1	""	"15H"	"bruise"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.194106501	2.232889262	2.440804338	"210725_a165"	"15H"	753.3021629	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.62446642606077
"210725_a165"	14947964	1221.023637	978.6649385	1	""	"16L"	"cake"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.653748414	2.432724777	2.675083476	"210725_a165"	"16L"	978.6649385	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.88618933522686
"210725_a165"	14947964	1188.110252	984.8752417	1	""	"17H"	"calf"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.72406553	2.535955278	2.739190288	"210725_a165"	"17H"	984.8752417	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.89251497497768
"210725_a165"	14947964	1302.338944	1079.727337	1	""	"19H"	"chat"	"aM"	"vM"	"H"	"a"	"aMvM"	3.353468562	2.051129619	2.273741226	"210725_a165"	"19H"	1079.727337	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.98446382250268
"210725_a165"	14947964	1164.949511	775.3729755	1	""	"20L"	"chunks"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.486393416	2.321443905	2.71102044	"210725_a165"	"20L"	775.3729755	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.65334417229519
"210725_a165"	14947964	1138.173472	935.814029	1	""	"21H"	"clerk"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.728248266	2.590074795	2.792434238	"210725_a165"	"21H"	935.814029	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.84141676977091
"210725_a165"	14947964	1143.737297	924.768781	1	""	"22H"	"cliff"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.333400337	2.189663039	2.408631556	"210725_a165"	"22H"	924.768781	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.82954373977911
"210725_a165"	14947964	1172.40481	919.8522278	1	""	"23H"	"clock"	"aM"	"vM"	"H"	"a"	"aMvM"	2.961564452	1.789159642	2.041712224	"210725_a165"	"23H"	919.8522278	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.82421303518548
"210725_a165"	14947964	1166.511708	1111.593182	1	""	"24L"	"clue"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.401349925	2.234838216	2.289756743	"210725_a165"	"24L"	1111.593182	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.01354956434828
"210725_a165"	14947964	1246.040261	957.7200855	1	""	"25H"	"coach"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.348163219	2.102122958	2.390443134	"210725_a165"	"25H"	957.7200855	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.86455554895044
"210725_a165"	14947964	1091.931503	816.9975442	1	""	"26H"	"coast"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.656173987	1.564242484	1.839176443	"210725_a165"	"26H"	816.9975442	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.70563608898033
"210725_a165"	14947964	1095.252209	952.0921292	1	""	"27H"	"coin"	"aM"	"vM"	"H"	"a"	"aMvM"	3.489348022	2.394095814	2.537255893	"210725_a165"	"27H"	952.0921292	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.85866180447878
"210725_a165"	14947964	1218.794295	869.5418437	1	""	"28L"	"cops"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.597154725	2.37836043	2.727612881	"210725_a165"	"28L"	869.5418437	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.76796645650071
"210725_a165"	14947964	1187.148383	914.0875294	1	""	"29H"	"crash"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.326322761	2.139174378	2.412235232	"210725_a165"	"29H"	914.0875294	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.81792633207683
"210725_a165"	14947964	974.796374	875.6121349	1	""	"2L"	"barn"	"aM"	"vM"	"L"	"a"	"aMvM"	2.830054926	1.855258552	1.954442791	"210725_a165"	"2L"	875.6121349	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.77492322450653
"210725_a165"	14947964	1139.688982	1055.790308	1	""	"30H"	"crew"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.206545455	2.066856473	2.150755148	"210725_a165"	"30H"	1055.790308	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.96204487257849
"210725_a165"	14947964	1100.913437	945.9530923	1	""	"31H"	"crib"	"aM"	"vM"	"H"	"a"	"aMvM"	3.010804427	1.90989099	2.064851335	"210725_a165"	"31H"	945.9530923	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.85219298251593
"210725_a165"	14947964	1169.905455	971.1770397	1	""	"32L"	"crop"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.514439375	2.34453392	2.543262336	"210725_a165"	"32L"	971.1770397	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.87850877886021
"210725_a165"	14947964	908.4718371	803.0304482	1	""	"33H"	"crown"	"aM"	"vNM"	"H"	"a"	"aMvNM"	2.711917317	1.80344548	1.908886869	"210725_a165"	"33H"	803.0304482	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.68839263128518
"210725_a165"	14947964	1571.843503	1379.098811	1	""	"36L"	"dart"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.5563185	1.984474997	2.177219688	"210725_a165"	"36L"	1379.098811	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.22918552932344
"210725_a165"	14947964	1490.482949	1278.510654	1	""	"37H"	"deck"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.053365957	1.562883008	1.774855302	"210725_a165"	"37H"	1278.510654	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	7.15345112789949
"210725_a165"	14947964	1330.845115	1038.35265	1	""	"39L"	"dent"	"aM"	"vM"	"L"	"a"	"aMvM"	3.241305584	1.910460469	2.202952934	"210725_a165"	"39L"	1038.35265	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.9453907459117
"210725_a165"	14947964	1308.551956	1261.915706	1	""	"3L"	"bay"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.726239112	2.417687156	2.464323406	"210725_a165"	"3L"	1261.915706	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.14038624689253
"210725_a165"	14947964	1227.403956	934.3753682	1	""	"40L"	"ditch"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.052269666	1.82486571	2.117894298	"210725_a165"	"40L"	934.3753682	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.83987825063917
"210725_a165"	14947964	1193.218579	1026.847184	1	""	"41H"	"dive"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.262971881	2.069753302	2.236124697	"210725_a165"	"41H"	1026.847184	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.93424840041491
"210725_a165"	14947964	1552.350565	1474.773394	1	""	"42L"	"doll"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.523163625	1.970813059	2.04839023	"210725_a165"	"42L"	1474.773394	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.296259625785
"210725_a165"	14947964	1420.261905	1171.092587	1	""	"43L"	"dove"	"aM"	"vM"	"L"	"a"	"aMvM"	3.40584698	1.985585075	2.234754393	"210725_a165"	"43L"	1171.092587	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.06569242708185
"210725_a165"	14947964	1541.955679	1329.445125	1	""	"46L"	"drug"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.375080967	1.833125288	2.045635842	"210725_a165"	"46L"	1329.445125	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.19251693491586
"210725_a165"	14947964	1105.941027	959.5463514	1	""	"47H"	"drum"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.309673348	2.203732321	2.350126997	"210725_a165"	"47H"	959.5463514	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.86646062214965
"210725_a165"	14947964	1176.41884	934.3667563	1	""	"4H"	"beak"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.533256099	2.356837259	2.598889343	"210725_a165"	"4H"	934.3667563	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.83986903385117
"210725_a165"	14947964	1210.330268	1109.318601	1	""	"50L"	"flame"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.587072982	2.376742714	2.477754381	"210725_a165"	"50L"	1109.318601	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.01150123283625
"210725_a165"	14947964	1812.548235	1473.44633	1	""	"53L"	"frogs"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.645366111	1.832817877	2.171919781	"210725_a165"	"53L"	1473.44633	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.29535937803289
"210725_a165"	14947964	1356.009807	1094.002168	1	""	"54H"	"fudge"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.5524795	2.196469693	2.458477332	"210725_a165"	"54H"	1094.002168	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.99759796469843
"210725_a165"	14947964	1064.793153	1027.402305	1	""	"57H"	"glue"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.306073004	2.241279851	2.278670699	"210725_a165"	"57H"	1027.402305	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.934788861558
"210725_a165"	14947964	1620.628314	1468.72902	1	""	"58L"	"goal"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.581881874	1.961253559	2.113152854	"210725_a165"	"58L"	1468.72902	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.29215269353513
"210725_a165"	14947964	1087.110204	982.9304347	1	""	"59H"	"gown"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.001839684	1.914729481	2.01890925	"210725_a165"	"59H"	982.9304347	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.89053834928081
"210725_a165"	14947964	1480.748381	1355.865437	1	""	"5L"	"beam"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.624304094	2.143555713	2.268438657	"210725_a165"	"5L"	1355.865437	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	7.21219522832546
"210725_a165"	14947964	1331.563704	1207.601899	1	""	"60H"	"grin"	"aM"	"vM"	"H"	"a"	"aMvM"	3.683850293	2.352286589	2.476248395	"210725_a165"	"60H"	1207.601899	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.09639177037202
"210725_a165"	14947964	1130.484896	1012.611662	1	""	"61L"	"growl"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.064097212	1.933612316	2.051485551	"210725_a165"	"61L"	1012.611662	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.92028807635671
"210725_a165"	14947964	1206.921122	1147.016464	1	""	"62H"	"hay"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.252656089	2.045734966	2.105639625	"210725_a165"	"62H"	1147.016464	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.04491947099322
"210725_a165"	14947964	1322.721912	1022.201078	1	""	"63H"	"hedge"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.54270409	2.219982178	2.520503012	"210725_a165"	"63H"	1022.201078	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.92971350092177
"210725_a165"	14947964	1506.201265	1372.667758	1	""	"64H"	"hen"	"aM"	"vM"	"H"	"a"	"aMvM"	3.562802321	2.056601055	2.190134562	"210725_a165"	"64H"	1372.667758	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	7.22451139396545
"210725_a165"	14947964	1374.713839	1240.432726	1	""	"65L"	"herd"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.357617791	1.982903952	2.117185065	"210725_a165"	"65L"	1240.432726	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.12321557030296
"210725_a165"	14947964	1290.688576	985.3406598	1	""	"66H"	"hint"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.547711665	2.257023088	2.562371005	"210725_a165"	"66H"	985.3406598	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.89298742889331
"210725_a165"	14947964	1174.934164	864.661377	1	""	"67H"	"hips"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.34888729	2.173953126	2.484225913	"210725_a165"	"67H"	864.661377	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.76233795861054
"210725_a165"	14947964	1020.968288	820.0091283	1	"sounds like 'hize' or 'hithe'."	"68H"	"hive"	"aM"	"vM"	"H"	"a"	"aMvM"	3.25513587	2.234167582	2.435126742	"210725_a165"	"68H"	820.0091283	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.70931547226951
"210725_a165"	14947964	1047.693306	751.0710993	1	""	"69L"	"host"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.435491676	2.38779837	2.684420577	"210725_a165"	"69L"	751.0710993	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.62150032011916
"210725_a165"	14947964	1106.078451	935.4713084	1	""	"70H"	"hug"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.03035393	1.924275479	2.094882622	"210725_a165"	"70H"	935.4713084	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.84105047544157
"210725_a165"	14947964	985.0574534	916.8330456	1	""	"71H"	"jar"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.999084442	2.014026989	2.082251396	"210725_a165"	"71H"	916.8330456	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.82092538981351
"210725_a165"	14947964	1212.632715	974.1355555	1	""	"72H"	"juice"	"aM"	"vM"	"H"	"a"	"aMvM"	3.214609126	2.001976411	2.24047357	"210725_a165"	"72H"	974.1355555	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.88155046798337
"210725_a165"	14947964	1040.170352	707.8800243	1	""	"73L"	"junk"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.136084366	2.095914014	2.428204341	"210725_a165"	"73L"	707.8800243	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.56227462213084
"210725_a165"	14947964	1077.102253	846.8672205	1	""	"74H"	"kick"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.50575171	2.428649456	2.658884489	"210725_a165"	"74H"	846.8672205	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	6.74154391790041
"210725_a165"	14947964	1176.440971	911.6597208	1	""	"75L"	"knife"	"aM"	"vM"	"L"	"a"	"aMvM"	3.489291513	2.312850542	2.577631792	"210725_a165"	"75L"	911.6597208	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.8152668072924
"210725_a165"	14947964	1265.459219	1138.734352	1	""	"76L"	"knob"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.201276568	1.935817349	2.062542217	"210725_a165"	"76L"	1138.734352	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.03767270709666
"210725_a165"	14947964	1002.914763	778.8087736	1	""	"78H"	"lap"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.288922357	2.286007594	2.510113584	"210725_a165"	"78H"	778.8087736	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.65776553897131
"210725_a165"	14947964	1031.922172	873.2654907	1	""	"79L"	"lid"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.050854847	2.018932675	2.177589356	"210725_a165"	"79L"	873.2654907	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.77223962266502
"210725_a165"	14947964	1356.892408	1068.766587	1	""	"7L"	"bend"	"aM"	"vM"	"L"	"a"	"aMvM"	3.511711584	2.154819176	2.442944997	"210725_a165"	"7L"	1068.766587	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.97426054013054
"210725_a165"	14947964	1418.867008	1153.998606	1	""	"80L"	"lock"	"aM"	"vM"	"L"	"a"	"aMvM"	3.590093246	2.171226238	2.436094641	"210725_a165"	"80L"	1153.998606	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.05098823909505
"210725_a165"	14947964	1319.119044	1020.455455	1	""	"81L"	"logs"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.301403961	1.982284917	2.280948506	"210725_a165"	"81L"	1020.455455	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.92800433112572
"210725_a165"	14947964	1267.27926	928.7125537	1	""	"82H"	"lungs"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.895446752	2.628167492	2.966734198	"210725_a165"	"82H"	928.7125537	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.83379927618818
"210725_a165"	14947964	1338.723809	1092.617136	1	""	"83L"	"map"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.198107811	1.859384002	2.105490675	"210725_a165"	"83L"	1092.617136	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.99633113952891
"210725_a165"	14947964	1260.581661	982.490292	1	""	"85L"	"mat"	"aM"	"vM"	"L"	"a"	"aMvM"	3.239744788	1.979163127	2.257254496	"210725_a165"	"85L"	982.490292	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	6.89009046277857
"210725_a165"	14947964	1252.829218	1129.407483	1	""	"86L"	"meal"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.798474465	2.545645247	2.669066982	"210725_a165"	"86L"	1129.407483	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	7.02944842285872
"210725_a165"	14947964	1107.765391	859.4733271	1	""	"87H"	"mop"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.954901781	1.847136391	2.095428454	"210725_a165"	"87H"	859.4733271	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.7563197912989
"210725_a165"	14947964	1020.978196	769.6496659	1	""	"88L"	"mouse"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.396885466	2.37590727	2.6272358	"210725_a165"	"88L"	769.6496659	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.64593543196257
"210725_a165"	14947964	1338.003183	1177.097217	1	""	"89L"	"mug"	"aM"	"vM"	"L"	"a"	"aMvM"	3.918283427	2.580280244	2.74118621	"210725_a165"	"89L"	1177.097217	"a"	"aM"	"vM"	"L"	"1"	"aMvM"	7.07080670113053
"210725_a165"	14947964	1183.708288	1059.081204	1	""	"8L"	"blame"	"aM"	"vNM"	"L"	"a"	"aMvNM"	2.952998825	1.769290538	1.893917621	"210725_a165"	"8L"	1059.081204	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.96515702254834
"210725_a165"	14947964	1186.113542	839.5622968	1	""	"91H"	"notch"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	2.93835418	1.752240638	2.098791883	"210725_a165"	"91H"	839.5622968	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.73288068079238
"210725_a165"	14947964	1122.676913	939.8691225	1	""	"93L"	"pad"	"aNM"	"vM"	"L"	"a"	"aNMvM"	3.496424436	2.373747523	2.556555313	"210725_a165"	"93L"	939.8691225	"a"	"aNM"	"vM"	"L"	"1"	"aNMvM"	6.84574063418748
"210725_a165"	14947964	1251.642259	1026.092504	1	""	"94H"	"pet"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.537617267	2.285975009	2.511524763	"210725_a165"	"94H"	1026.092504	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.93351318151062
"210725_a165"	14947964	847.7945321	763.9183292	1	""	"95H"	"pie"	"aM"	"vM"	"H"	"a"	"aMvM"	3.256196175	2.408401643	2.492277846	"210725_a165"	"95H"	763.9183292	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.63846088449954
"210725_a165"	14947964	1297.591596	1170.340525	1	""	"96L"	"pile"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.251797431	1.954205835	2.081456906	"210725_a165"	"96L"	1170.340525	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	7.06505003245438
"210725_a165"	14947964	1314.080188	1144.755783	1	""	"97H"	"pill"	"aM"	"vNM"	"H"	"a"	"aMvNM"	3.75319424	2.439114051	2.608438456	"210725_a165"	"97H"	1144.755783	"a"	"aM"	"vNM"	"H"	"1"	"aMvNM"	7.04294660328247
"210725_a165"	14947964	1614.156673	1458.181217	1	""	"98H"	"pine"	"aNM"	"vM"	"H"	"a"	"aNMvM"	4.043003377	2.428846704	2.58482216	"210725_a165"	"98H"	1458.181217	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	7.28494519634025
"210725_a165"	14947964	1221.195996	939.7808437	1	""	"99H"	"plot"	"aM"	"vM"	"H"	"a"	"aMvM"	3.204724076	1.98352808	2.264943232	"210725_a165"	"99H"	939.7808437	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.84564670308153
"210725_a165"	14947964	1215.716867	933.8261031	1	""	"9H"	"blast"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.450196373	2.234479506	2.516370269	"210725_a165"	"9H"	933.8261031	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.83929023577647
"210725_a176"	15219350	745.4360079	628.1011865	1	""	"100H"	"pole"	"aNM"	"vM"	"H"	"a"	"aNMvM"	2.58560602	1.840170012	1.957504833	"210725_a176"	"100H"	628.1011865	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.44270127848896
"210725_a176"	15219350	913.1862144	622.5742644	1	""	"103H"	"raft"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.788794379	2.875608165	3.166220115	"210725_a176"	"103H"	622.5742644	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.43386292146412
"210725_a176"	15219350	810.0029414	651.196502	1	""	"105H"	"rim"	"aNM"	"vM"	"H"	"a"	"aNMvM"	3.09184874	2.281845799	2.440652238	"210725_a176"	"105H"	651.196502	"a"	"aNM"	"vM"	"H"	"1"	"aNMvM"	6.47881144305228
"210725_a176"	15219350	974.5406539	757.0297743	1	""	"107H"	"rope"	"aM"	"vM"	"H"	"a"	"aMvM"	2.968157001	1.993616348	2.211127227	"210725_a176"	"107H"	757.0297743	"a"	"aM"	"vM"	"H"	"1"	"aMvM"	6.62940258463226
"210725_a176"	15219350	680.6766566	634.3088296	1	""	"108H"	"row"	"aNM"	"vNM"	"H"	"a"	"aNMvNM"	3.181244407	2.50056775	2.546935577	"210725_a176"	"108H"	634.3088296	"a"	"aNM"	"vNM"	"H"	"1"	"aNMvNM"	6.45253594876999
"210725_a176"	15219350	1130.144079	883.7666747	1	""	"109L"	"sand"	"aM"	"vNM"	"L"	"a"	"aMvNM"	3.257584021	2.127439943	2.373817346	"210725_a176"	"109L"	883.7666747	"a"	"aM"	"vNM"	"L"	"1"	"aMvNM"	6.78419308515159
"210725_a176"	15219350	1236.434701	1063.763855	1	""	"10L"	"bowl"	"aNM"	"vNM"	"L"	"a"	"aNMvNM"	3.524330631	2.28789593	2.460566775	"210725_a176"	"10L"	1063.763855	"a"	"aNM"	"vNM"	"L"	"1"	"aNMvNM"	6.96956870447961
